ajoneuvoluokka,merkkiSelvakielinen,kaupallinenNimi
L3,Suzuki,VL1500 INTRUDER LC
L3,Suzuki,XN85 TURBO-GP71A/673
L3,Kawasaki,EN 500
L3,Harley-Davidson,FXR SUPER GLIDE
L1,Tunturi,"Tunturi Automat, Autostart-Puch"
L3,Suzuki,VZ800-MARAUDER
L3,BMW,BMW K75 RT
L3,Kawasaki,VN 1500
L3,Yamaha,RD 250
L3,Suzuki,GSF 1200
L3,Honda,XL600VX
L1,Tunturi,TIGER-PUCH VZ50N4
L1e,Sachs,VERSUS-2TX
L3,Vespa,GL150/145-59
L3,Yamaha,Thunderace
L2,Piaggio,APE 50-TL5T
L3,Moto Guzzi,Daytona 1000
L3,MV Agusta,F4 SPR-F401BD/749
L3,Kawasaki,Voyager ZN 1300A/1286
L1,Suzuki,PV50-/50
L3,Honda,CB 350 F
L3,Yamaha,TW125-DE051/125
L3,Kawasaki,ZX-10
L3,Norton,Commando 750/745
L3e,Royal Enfield,500 Bullet
L3,Yamaha,XS400
L3e,BMW,F650GS-0175B/652
L3,BSA,B25 STARFIRE
L3,Suzuki,GR650-GP51A/651
L1e,Yamaha,DT50 SUPERMOTARD
L3,Suzuki,SV 650 N
L3,Honda,NX 650
L3,Yamaha,RD250
L1e,Tunturi,Trial VS50N4
L3e,Honda,VFR 400 R
L3,Kawasaki,Z1300-6-ZG1300A-ZGT30A/1286
L3,Ducati,750 F1
L3,Suzuki,GSX-R 1100 L
L3e,Ducati,SPORT 1000 S
L3,Triumph,Bonneville 750 T
L3,Yamaha,XVS1100 DRAG STAR-VP
L1,Solifer,SM 1983
L3,Yamaha,RD 125 DX-1E7/124
L3,Vespa,RALLY 200
L3,Honda,VFR750F
L1,Tunturi,LF2-68
L1,Solifer,SUZUKI PV50/49
L3e,Harley-Davidson,XL883C SPORTSTER
L3,Honda,VF 750
L3,Honda,CB 125K
L1,Yamaha,Aerox YQ50
L3,Suzuki,XN85 Turbo
L3,Ducati,900 SS
L3,Suzuki,GSX-R 1000
L1,Husqvarna,CORNETTE
L3e,Yamaha,FZ6-R
L1,Tunturi,Maxi - Puch VS50
L3,Jawa,634-5-350
L3,Honda,CBR900RR-SC28/893
L3,Yamaha,fzs1000-RN141/998
L1,LEIKE,TYSCON XL50
L3,Honda,C72
L1,Honda,Z50A K2
L3,Husqvarna,510TE
L3,Ducati,SL 600
L3e,Vespa,Rally VSD
L1,Tunturi,VS50KA/49
L3,Honda,Dream Super Sport
L3,Suzuki,DR 350 S
L3,Suzuki,VZ800-MARAUDER-AF111
L3,Yamaha,XV535-2YL/535
L3,Yamaha,VENTURE
L3,Harley-Davidson,DYNA SUPER GLIDE SPORT
L1,Tunturi,Tiger aqua
L3e,Vespa,Sprint VLB 1T
L3,Harley-Davidson,FXD
L3,Honda,GL 1200
L1e,Sky Team,MONKEY 50
L3,Suzuki,250 GT
L3,Honda,GL1000 -GOLD WING/999
L1,Tunturi,BREAK L
L3,Triumph,SPRINT ST-695-TF610M/955
L3,Suzuki,GS 450E GL51C
L3e,Honda,Gold Wing GL1800-SC47
L1,Honda,Z-50J
L3,Kawasaki,GPX 750 R
L3e,Triumph,STREET TRIPLE
L1e,Tunturi,SPORT KROM PUCH VZ50K4X/49
L1,Tunturi,Tiger Aqua-Morini Franco FM-T4GSA
L3,Norton,COMMANDO
L3,Yamaha,XVS650 DRAGSTAR
L3,Suzuki,GS1000GX
L3,Zundapp,250S Trophy
L3,Suzuki,GSX 1100 F
L3,Harley-Davidson,FXS 1200
L3,Vespa,180 Rally
L3,Suzuki,GSX 750 EF
L3,Yamaha,DT 125R
L3e,Suzuki,DL650 V-STROM
L3,Suzuki,GS 850
L3,Suzuki,JS1A111200101082
L1,Suzuki,Solifer-PV50/49
L3,BMW,R35/1
L3e,HOREX,Regina 250
L1,Tunturi,MAXI-PUCH VS50
L1e,Derbi,GPR 50 AL
L1,Honda,SZX50 X8R-S-AF49/49
L3,Honda,CB 125
L3,Yamaha,XT 125
L1e,Peugeot,SV 50
L3,Harley-Davidson,XLH 900 SPORTSTER
L3,Kawasaki,LTD-EN450A/454
L3,Honda,CB500-PC32/499
L3,Harley-Davidson,XLH883 Sportster Hugger
L3,Zundapp,520-05 GS 125-520-01
L3,Harley-Davidson,FXST softail standard
L3,Kawasaki,ELIMINATOR ZL900A
L3,Kawasaki,ZN 1300 Voyager
L3,Harley-Davidson,XL-1000
L1e,Helkama,AX-MINARELLI RV4/49
L3,Yamaha,YAMAHA(J)
L3,Buell,XB9R-AX12J/985
L1e,Kinroad,XT50QT-3
L3,Honda,NIGHTHAWK
L3,Norton,COMMANDO 750 ROADSTER
L3,Suzuki,X-4 GT
L3e,Honda,CBF600 N
L1,Derbi,ATLANTIS
L3,Yamaha,XV 700 Virago
L3,Harley-Davidson,Panhead
L3,Jawa-CZ,353/249
L3e,BOSS HOSS,BHC-3 ZZ4
L3,Honda,XL 500
L1,Monark,MONARPEDEN 349 F/49
L3e,Kawasaki,MACH II S2
L3e,Honda,CBR1000RR-SC57
L3,Honda,CB750F-RC04
L3,Yamaha,YZF R1
L3,Honda,HONDA SHADOW
L1,VICTORIA,M51 Vicky IV
L3,Yamaha,Sport 80-YGS1F/73
L1e,Gilera,C46
L3,Triumph,T120R
L1,Helkama,Hopeasiipi
L3,Honda,Lead
L3,Suzuki,GSX-R 600
L3,Suzuki,VS 1400 GLP
L3,Suzuki,GSX-R1000-BZ2111/988
L3,NV,JB 125
L1e,Piaggio,C44-C44500/50
L3e,Kawasaki,ZZR1400-ZXT40A/1352
L3,Suzuki,Suzuki
L3e,Harley-Davidson,FLHTCUSE SCREAMIN� EAGLE
L3,Hyosung,GT-125-MF5/125
L3,Suzuki,GSX-R
L3e,BMW,R60-5
L3,Ural,M72
L1e,Baotian,BAOTIAN REBEL50
L1,Tunturi,Pappatunturi
L3,Vespa,PK 80 S
L3,Triumph,TR 5 M
L1e,Peugeot,SPEEDLIGHT AC-S1BADA
L3,Yamaha,RD350LC
L3,Suzuki,SUZUKI GS500E
L3,Yamaha,XS1100S
L3,BMW,F650-1610/652
L3,Honda,CB 350 H4/325
L3,Suzuki,vz800-marauder-af1112/805
L1,Honda,MONKEY Z50J-AB02/49
L3,Yamaha,XV1600
L3,Harley-Davidson,FL 1200/1186
L3,Suzuki,INTRUDER 750-VR51B/738
L3,Harley-Davidson,FLST SOFTAIL BJL/1340
L3e,Yamaha,YAMAHA MP FZ6-S
L3e,BMW,F650CS-0177A/652
L1,Tunturi,AutoStart
L3,Raleigh,MH33
L3,Kawasaki,LTD/550
L1,Chunlan,CL50QT
L1,Tunturi,start automat-puch vs50ka/49
L3,Matchless,G 12
L3,Honda,CM400T
L3,Yamaha,TZR250
L1,Suzuki,Solifer PV 50
L3,Suzuki,GSX-R750W-GR7DB/749
L3,Triumph,T20 Tiger Cub
L3,Kawasaki,GPZ 750
L3,Honda,GOLD WING GL1500
L1,Tunturi,Start-VS50KX
L1,Aprilia,AMICO 50 SPORT
L3,Kawasaki,VN 1500 CLASSIC
L3,Yamaha,YZF 1000
L3,Harley-Davidson,FLSTC Softail Heritage
L3,Honda,VT125C SHADOW
L3,Honda,GOLD WING SE-GL 1500
L3,Vespa,PK 80 S-V8X5T
L3e,Suzuki,GSR600U
L3,Royal Enfield,BULLET 500
L3,Honda,XRV 750
L3,Jawa-CZ,353-249-59
L3,Honda,DOMINATOR-RD02/644
L3,Honda,ST1100 PAN-EUROPEAN
L3,Honda,CB1000
L3,Harley-Davidson,Dyna Super Glide Sport
L3,Moto Guzzi,850-T/844
L1,Yiying,RF 50 SPORT
L1,Yamaha,AEROX YQ50
L3,Suzuki,GEMMA 125
L3e,Honda,XL 600 V
L3,Honda,CB 1100 R
L1,Camping,Luxus
L3,NSU,MAXI 175-OSB
L3,Honda,CB 750K
L3,Suzuki,GT 500 A
L3,BMW,R100S
L3,Yamaha,FZS 600 FAZER
L3,Triumph,TR6R Trophy
L3,Kawasaki,s2-350/346
L1,Peugeot,SPEEDFIGHT LCD-S1B0KB/49
L3,Moto Guzzi,1000 SP
L1,Suzuki,Solifer S
L3,Yamaha,SR 500
L3,Suzuki,Stinger
L3,Harley-Davidson,XL Sportster
L3,Kawasaki,EN
L1,Suzuki,solifer-pc50/50
L3,Moto Guzzi,California II
L1,Tunturi,SUPER SPORT-PUCH
L3,Express,M-175/174
L3,Yamaha,VMX1200/1198
L3e,Honda,CBF500
L3,Honda,VF 750C MAGNA V45
L1,Suzuki,SOLIFER PV50/50
L1,Tunturi,VAKIO- MORINI FRANCO
L1,Tunturi,Automat  AF-68/49
L3,Yamaha,RD125DX
L3,Honda,VF 1100 Custom
L3,Kawasaki,AR 125
L3,Harley-Davidson,FXDWG WIDE GLIDE GEL
L3,BMW,1100GS
L1,Tunturi,SPORT N PUCH VZ50N4
L3,Honda,ST1100 Pan-European
L1,Tunturi,Maxi-Puch VS 50 LF/49
L3,Harley-Davidson,FXSB Lowrider
L1e,Peugeot,A1AAJB/50
L3,Honda,TRANSALP 600V
L3,Suzuki,GSX 1100S Katana
L1,Tunturi,Puch VS 50 Start
L3,Suzuki,PE250
L3,Ducati,ZM1000
L1,Solifer,TS 50 S
L1,Solifer,Export 73
L3,Suzuki,TS
L3,Kawasaki,900 SUPER 4-Z1/903
L3,Harley-Davidson,42WLC
L3,Honda,CB 1100
L3,Ducati,SUPERSPORT 750-V2-01/748
L3,Laverda,750 GT/743
L3,Honda,HONDA CBR 1100 XX
L3,BMW,K100LT
L1,Solifer,SPEED-3PL/49
L3,Honda,CB1100R
L3e,Piaggio,X9 180
L3,Yamaha,FJ1100-47E/1097
L3,BSA,M33
L3,Kawasaki,ZR750F
L1,Tunturi,(AUTO)START
L3,Suzuki,Savage LS650-NP41B
L3,Kawasaki,S2
L3,BMW,R65-248
L3,Triumph,SPEED FOUR
L3,Kawasaki,ER500A
L1,Suzuki,CL50 Love
L3,Harley-Davidson,XLH Sportster
L3,Harley-Davidson,FLHRI ROAD KING-FRW/1449
L3,Kawasaki,VN 750 TWIN-VN750A/749
L3,Honda,CBR 1100xx
L3,Suzuki,T 250 J
L3,Ducati,Mark3 450/435
L3,Yamaha,FZS 600 -RJ02
L3,Aprilia,SCARABEO 200-SD000/176
L3,Harley-Davidson,FAT BOY
L3e,Kawasaki,VZ1600
L3,Kawasaki,GPZ 500S
L3,Suzuki,Cavalcade GV1400 LX
L3,Yamaha,TT600R
L3,Honda,VF1000F
L3,Suzuki,1400 INTRUDER-VX51L
L1,Suzuki,TR50S Street Magic
L3e,Harley-Davidson,FXDWG DYNA WIDE GLIDE
L3,Honda,VT750C2 SHADOW-RC44
L3,Harley-Davidson,FLH-1200/1186
L3,Yamaha,XS850
L3,Kawasaki,ZXR750
L3,Kawasaki,Z1300-6
L3,BMW,R80/7
L3,Harley-Davidson,SPORTSTER
L1,Solifer,Capri
L1,Tunturi,Start Automat-Puch VS50 KA/49-
L1,Tunturi,Tunturi Pappa Automat
L3,Suzuki,INTRUDER 750-VR51A
L1,Tunturi,VS 50 KA/49
L3,Yamaha,XT600Z Tenere
L3,Jawa,TS350 638
L3,BMW,R60-5/599
L3,Kawasaki,F11
L3,Suzuki,VZ800-Marauder
L3,Honda,CB 500 FOUR/498
L3,Yamaha,DRAGSTAR
L1,Malaguti,DRAKON
L3,Yamaha,XS1100
L3,Honda,CBX 1000 SUPER SPORT
L3,Suzuki,GSX-R 1100L
L3,Honda,GL 1200 GOLDWING-SC14/1181
L1,Honda,Z50J Monkey
L3,Honda,CB 900 BOLDOR
L1,Tunturi,CITY S-PUCH E50S/49
L3,Bultaco,Sherpa T
L3,Honda,CB1100RD
L3e,Jawa,250/559
L3,Harley-Davidson,XL Sportster 1200 Sport-CHP
L1,Raisu,MM-MINARELLI-P4-SF/49
L3,IC,Planeta 56
L1,Tunturi,lf 2-68/49
L3,Honda,SL 125S
L3,Honda,XL185S
L3,Yamaha,XJ 600 S
L3,Yamaha,DT 125R-4CJ/124
L3e,Zongshen,ZS 250
L1e,CPI,JR-JR45/49
L3e,Harley-Davidson,FXSTSI SOFTAIL SPRINGER-BZB/1449
L3,Kawasaki,KZ750R
L3,Honda,DEAUVILLE-RC47A
L1e,Keeway,MATRIX-TABMN1/49
L3,Aprilia,SL 1000 FALCO-PA00/997
L3,BMW,R61
L3,Suzuki,GS 550
L3,Laverda,LB 125 Custom
L3,Suzuki,DR 125 S
L3,Harley-Davidson,XLCH 1000
L1,Peugeot,Rapido ST 50
L3,MZ,TS 125
L3,Honda,PC 21 SHADOW
L3,Moto Guzzi,California ll
L3,Honda,SUPER SPORT CBX-CB1
L1,Yamaha,RD 350/347
L3,Daelim,NS125II-SG125F/124
L3,Suzuki,GS 1100 GZ
L3,Harley-Davidson,XLCR 1000
L3,Kawasaki,SR650-Z650D/652
L3,Honda,CB350/325
L3,Honda,XL 250
L3,Honda,CBR 900RR
L1,Solifer,SM77
L3,Kawasaki,KZ1300
L3,Kawasaki,Z 1000 ST
L3,BMW,R35
L1,Solifer,Suzuki S
L3,Harley-Davidson,FXSTB
L2,Erkkola,MOE-5S
L2,Crescent,1210
L3,Vespa,Primavera VMA2T
L3,Harley-Davidson,PANHEAD
L3,Honda,CBX750F-RC17/747
L3,Honda,CMX 450C REBEL
L3,Suzuki,GSX 1100 EF
L3,BMW,K 100RS
L3e,Suzuki,GSX-R1000-CL1111/999
L1,Jupiter,�gland Rally
L3,Honda,DREAM C-77E/305
L3,Fantic,Trial 200
L3,Kawasaki,ZX-6R-ZX600F/599
L3,Honda,Shadow VT600 C
L1,Tunturi,60/49
L3,Suzuki,RF600R-GN76A/600
L3,Tula,T-200 TURIST
L3e,Harley-Davidson,XL SPORTSTER CUSTOM
L3,Kawasaki,900 Super 4-Z1/903
L3,Harley-Davidson,FLH-80 Classic
L3e,Honda,CB 125 K5
L3,Yamaha,VMX 12
L3,Kawasaki,KZ-400/398
L3,Maico,M 250 B
L3,Yamaha,YZF 1000 R1
L3,Puch-Tunturi,Puch-Tunturi
L3,Kawasaki,GPX750R
L3,Suzuki,GSX400-GK75B/398
L1,Derbi,Paddock-Hunt
L3,Kawasaki,S2-350
L3,Triumph,SPRINT ST 955i
L1,Solifer,SMA-TOMOS A 32-KS/49
L3,BSA,B25 STARFIRE 250 SINGLE
L3,Suzuki,SUZUKI SAVAGE LS 650-NP41B/652
L3,Honda,CB 100
L3,Ducati,Sport 750
L3,Honda,VTX 1800 C
L1,Derbi,GPR 50
L3,BMW,R 100
L1e,MOTOGINO,DFE50QT-8(A)
L3e,Derbi,GP1 125
L1,Gilera,RUNNER 50-C14/49
L3,Honda,CBF 600
L3,Vespa,Rally 198
L3e,Yamaha,WR 450
L3,Yamaha,YZF600
L3,BSA,THUNDERBOLT
L1,Gilera,RUNNER
L1,Ter�s-Siipi,Safir
L3,Honda,Gold Wing GL 1100-SC02/1085
L3,Laverda,LAVERDA 1200/1115
L1e,Baotian,BT49PY-2B
L3,Suzuki,GSX 400 FWS
L3,Raleigh,Model 21
L3,MZ,ETZ 250 A
L1,Mobylette,AV-44
L1,Tunturi,F
L3,BMW,R60
L3,Suzuki,LS 650 Savage
L3,Triumph,Tiger Cup T20/199
L1,Jawa,40
L3,Yamaha,XTZ750 TENERE-3LD/750
L3,Yamaha,DIVERSION
L3,Honda,GL 1200 Goldwing Aspencade
L1,Tunturi,LF2-66/49
L1,Yamaha,AEROX R YQ50-SA144/49
L3,Kawasaki,KZ 305
L3,Husqvarna,125WR
L3,Yamaha,IT 250 K
L3,Suzuki,GT 750/738
L3,Triumph,T 140 V Bonneville 750
L1,Piaggio,Velofax-co2/49
L3,Harley-Davidson,XL SPORTSTER
L1,Tunturi,Start automat-Puch vs50ka/49
L3,Honda,CB750F
L3,Suzuki,GSF 600 S
L3,Triumph,SPEED TWIN 5T
L3,Yamaha,XVS650 DRAG STAR
L1,Honda,SZX50 X8R-X-AF49-49
L3,Moto Guzzi,NEVADA 750-LF
L3,Honda,VT1100C3X
L3,Suzuki,T500K/492
L3e,Ducati,999S
L3,Cagiva,N 90
L3,Yamaha,XJ-750-10M
L3,Yamaha,YZF 750 R
L3,Suzuki,GS500 E
L3,Ducati,SUPERSPORT 900-V1
L3,Yamaha,XT 600E
L3,Triumph,BONNEVILLE-TJ9107
L3,Jawa,360 Panelka
L3,BMW,R1150GS
L3,Harley-Davidson,FLE
L1,Solifer,Speed 74-Tomos 4V/49
L1,Raisu,MM
L3,Ducati,PANTAH 600 SL
L3e,Moto Guzzi,1200 SPORT
L3,Vespa,Rally
L3e,Beta,RR 400CC 4T
L3,Suzuki,GSF
L3e,Yamaha,V-Max
L3e,BMW,r 65 r6
L1e,Yamaha,SA14-SA144
L3,Suzuki,DR750S
L3,BMW,R75/6
L3,Piaggio,SKIPPER CX125
L3,BMW,R 1200
L3e,KTM,GS 125
L3,Norton,Commando 850MK3
L3,Vespa,Sprint VLB1T/145
L3,Yamaha,TT 600 R
L3,Honda,HONDA MOTOR (J)
L3e,Triumph,America
L3,Harley-Davidson,FXR-EBL/1338
L1,Tunturi,HOPPER
L3e,Yamaha,FJR1300A-RP115
L3,Honda,CB650 - RC05/626
L1,Suzuki,TR50S STREET MAGIC
L1,Yamaha,SA50M Passola
L3e,Kinroad,CLEVER TIGER
L3,MZ,ES-250
L3,Suzuki,GT 750
L1,Solifer,TS50 S
L3,Triumph,TROPHY 650
L3,Triumph,Trident T 160
L3,BMW,R60/5
L3,Suzuki,GR650
L2,Erkkola,MOE-10P
L1,Gilera,STALKER 50
L3,Harley-Davidson,ELECTRA GLIDE
L3,Triumph,T509 SPEEDTRIPLE
L3e,Suzuki,LS 650 SAVAGE
L3,Honda,VT700C-SHADOW
L3,Kawasaki,Z900
L3,Yamaha,XJ 600S- 4BR
L3,Suzuki,GT 250
L1,Yamaha,DT50SM
L3e,Buell,LIGHTNING XB12S
L3,Harley-Davidson,FXSTS Springer Softail
L3,Honda,FT500
L3,Kawasaki,KZ 1100
L3,Honda,CX 500 TURBO
L1,MBK,BOOSTER-TRACK CW50RSX-4TD/49
L3,MZ,RT 125-3
L3,Yamaha,XV535 VIRAGO
L2,Piaggio,APE 50-TL5T/49
L3,Kawasaki,VN 700 Twin
L3,Triumph,LEGEND TT-309-TC381J/885
L3,Honda,VT 1100 SHADOW
L3,Vespa,P200E-VSX1T/197
L3,Yamaha,XV750SE
L3,Kawasaki,EN500A
L3,Kawasaki,Samurai A1-250
L1,Tunturi,START-PUCH VS50 KX/49
L3,Honda,CB450 K5
L3,Minsk,M 1 M
L3,Kawasaki,ZX 12R
L3,Yamaha,650 STREET-XS2/653
L3e,Ducati,999
L3,Suzuki,XF 650 FREEWIND
L3,Harley-Davidson,FXE 1200 SHOVEL
L3,Yamaha,Trail DT 125/123
L3e,NSU,Supermax
L3,KTM,GS 175
L3,Suzuki,DR800S-SR43B
L3,Harley-Davidson,FLHT
L3,Ducati,750 Paso-ZDM 750 P
L3e,Yamaha,XVS 650 Dragstar
L3,Harley-Davidson,DYNA SUPER GLIDE
L3,Husqvarna,240 WR
L3,Harley-Davidson,flhtc
L3,Kawasaki,NINJA ZX-9R-ZX900C
L1,Honda,Z 50J
L3,Kawasaki,VN750
L3,Kawasaki,MACH IV-750-H2/748
L3,Honda,VFR800A8
L3,Honda,CB 750 C-RC06/748
L3,Honda,GL 1200 Gold Wing
L3,Harley-Davidson,FLSTC 1340 Heritage Softail Classic
L1,Tunturi,start
L3,BSA,ROCKET  3-A75/750
L3e,Triumph,Speed Triple
L3,Yamaha,XVS650 DRAG STAR-VM032/649
L1,Öglaend,Swing
L3,Harley-Davidson,FLHTC ULTRA CLASSIC ELECTRA GLIDE
L1,Solifer,Export-Tomos A 32-KS/49
L3,Yamaha,"R5C-DS7,350"
L3,Moto Guzzi,V 35 III
L3,Kawasaki,KZ1000 LTD
L3,Moto Guzzi,V 50
L1,Tunturi,VS50 LF/49
L3,Suzuki,VL800 INTRUDER-AF111
L3,Benelli,VELVET 125-M10000/124
L3,Harley-Davidson,Softail Fat Boy
L1,Tunturi,City Puch 50
L3,Aprilia,PEGASO
L3,Suzuki,GSX-600F
L3,BMW,R75-5/745
L3,Sachs,ROADSTER 125 V2-680A/124
L3,Honda,CBX1000
L1,Tunturi,Automat
L3,Kawasaki,LTD 1000
L2,Erkkola,MOE-5
L3,Suzuki,DR650R
L3,Vespa,rally 200
L3,Kawasaki,Z 1100 D SPECTRE
L1,Solifer,SM AUTOMATIC
L1,Tunturi,Super Sport-Puch VZ50N/49
L3,Honda,cbx-cb1
L3,Honda,CB 125 TWIN
L3,BMW,R1100RT-259
L3e,Harley-Davidson,VRSCDX NIGHT ROD SPE
L3,Honda,CB900F BOLD OR
L3e,Jawa,DAKAR
L1,Bajaj,SPIRIT AUTOMATIC-600129/49
L3,Suzuki,GS 650 G Katana
L3,Yamaha,XV 750
L3e,BMW,R 1100 S
L3,Kawasaki,ZZ-R 600-ZX600E
L3,Kawasaki,Z 750
L3,Vespa,125 Primavera
L3,Suzuki,Intruder 1400
L3,Kawasaki,kz500
L3,IFA,RT 125-1
L1,Jupiter,SWING
L1,Yamaha,AEROX R YQ50-SA141/49
L1,Solifer,SPEED 74-TOMOS 4V/49
L1,Solifer,AUTOMATIC TOMOS
L3,Yamaha,XV250 VIRAGO
L1e,Peugeot,SPEEDFIGHT2
L3,KTM,KTM640LC4
L3,Ducati,900 SUPERSPORT
L3,Suzuki,SV650S-AV1112/645
L3,Honda,CX 500- PC01 /496
L3,Moto Guzzi,1100 Griso
L3e,Harley-Davidson,FLHRI
L3e,Jawa,559-02/249
L1,Simson,SR 50 /IC-CS
L1,Solifer,AUTOMATIC-TOMOS
L3,Suzuki,RF 900 R
L3,Harley-Davidson,45 Twin/739
L3e,Yamaha,DT125X-DE062
L3,Aprilia,SL 1000 FALCO-PAS0/997
L3,Honda,CBR600-PC35A
L3,Suzuki,GSX R 1100 W
L3,Harley-Davidson,Heritage Softail
L3,Kawasaki,GPZ 750-ZX
L3e,Husqvarna,TE 610
L3,Moto Guzzi,850 lemans 3
L3,Norton,Commando 750 Fastback
L1,Piaggio,Bravo
L3e,Yiying,Street Elegange
L3,Suzuki,DR 650 SEW
L3,Malaguti,MADISON 400-61/383
L3,Triumph,SPRINT 900
L3e,Harley-Davidson,FLSTSCI SPRINGER CLASSIC
L3,Honda,CX 500 c
L1,EVF,ROLLER SS
L3,Yamaha,Virago XV 535
L1,Tunturi,SPORT KROM PUCH VZ50K3X/49
L1,Tunturi,50 LF/49
L3,Honda,GL1000-GOLD WING/999
L3,Vespa,pk 80 s
L3,Suzuki,GSX 600F
L3,MV Agusta,MITO 125-N300AA/124
L3,BMW,K100RS-100/987
L1,Tunturi,START-PUCH VS 50
L3,Yamaha,VMAX-2WE
L3,Honda,ST 1100
L3,Honda,CB 400N
L3,Yamaha,XS650SE-3LI/653
L1,Peugeot,TREKKER-S1A00A
L3,Yamaha,XV125 VIRAGO-5AJ/124
L3,Vespa,SPRINT VELOCE
L3e,KTM,640 ADVENTURE
L1,Tunturi,TUNTURI AUTOMAT
L1,Tunturi,PUCH VS 50LF
L3,Kawasaki,KMX 125
L3,Honda,CBR1100
L3,Kawasaki,KZ 400
L1,Tunturi,Start-PUCH VS 50
L3,Suzuki,GT-550
L3e,Kawasaki,GPZ 600 R
L3,Yamaha,XV750-5G5/748
L1,Hermes,2000
L3,Kawasaki,GBZ 750 R
L3,Suzuki,DR 250 S
L3,Triumph,Adventurer
L3,Kawasaki,ZZR1100
L3,BMW,BMW R35
L3,Yamaha,FZS1000-RN141/998
L3e,Huatian,HT150T-15
L3,Ducati,ST2 950-S1/944
L1,Tunturi,Tiger-Puch
L3,BMW,K 1100 RS
L3e,Honda,XL600V
L3e,Triumph,Bonneville America
L3,BMW,F650GS DAKAR
L1,Tunturi,Puch VS50LF
L3,Honda,XL 500 R
L3,Honda,GL1100-SC02
L3,Harley-Davidson,FD1
L3,Husqvarna,wr
L3,BMW,R 1150 RT-0419A
L3,Suzuki,Intruder 800
L3e,BMW,F650 GS
L3,Suzuki,GS1100S
L3e,Yamaha,XVZ 1300A ROYAL STAR
L3e,Honda,CBR 125R
L3,Honda,VFR 800 FI
L3e,Piaggio,gts 125
L1,Tunturi,start-vs50kx
L1e,Shineray,50CC
L3,Kawasaki,KZ 1300
L3,Harley-Davidson,FS2 HERITAGE SOFTAIL
L3,Harley-Davidson,FLST
L3e,Harley-Davidson,XL2
L3e,Harley-Davidson,VRSCAWA V-ROD ABS
L3,K,K-750
L3e,Yamaha,tt 600
L1e,Znen,ZN50QT-15A
L1,Tunturi,��pappatunturi��
L3e,Piaggio,VESPA ET4 150
L3,Honda,CB900 F2
L3,Triumph,TR6R
L3,Honda,CB750 C
L3,BMW,R90-6
L3,Kawasaki,KZ1100-D
L3e,Honda,GL 1800 GOLD WING
L3,Honda,Gold Wing GL1100
L3,Harley-Davidson,FXSTC
L3,Yamaha,DIVERSION 900 S-4KM
L1e,Crescent,1238
L3,Kawasaki,Z1300-Z1300A/1286
L1e,Aprilia,PV-PVA00/50
L3,Honda,CB 750 SEVEN FIFTY
L3e,BMW,R 100 RS
L3,Honda,CB650C
L3,Honda,CB 650
L3,Triumph,DAYTONA 500
L3,Harley-Davidson,XL SPORSTER 883
L3,Simson,425S/247-61
L3,Harley-Davidson,FXWG/1340
L3e,KTM,450 EXC-R
L3e,Yamaha,FJR1300ABS-RP131/1298
L3,Harley-Davidson,FS 2
L3e,KTM,KTM 2T-EXC
L3e,Suzuki,VL 1500 INTRUDER
L3e,Kawasaki,LTD 550
L3,Suzuki,SUZUKI GSX 75L
L3e,Suzuki,GSX650F
L3,Suzuki,GS 1100G
L3e,KTM,KTM 300 EXC
L3e,KTM,KTM 400 EXC
L3e,Harley-Davidson,Softail custom
L3,Harley-Davidson,FD 1
L3,Harley-Davidson,fx 1200/1186
L1e,Polini Motori,XP4/50
L3,Yamaha,XS 650 Heritage Special
L3,Honda,CB 900 Custom
L3,Buell,XB12R FIREBOLT
L3,Honda,CB 450 NIGHTHAWK
L3,Honda,CB 650 CUSTOM
L3,Honda,CB 900 F2
L3,Yamaha,XV 750 SE
L3,Honda,gold wing
L1e,Tunturi,Tunturi TP
L1e,Tunturi,Tunturi Maxi
L3,BMW,R 80/7
L3,Harley-Davidson,FLSTF FAT BOY-BML
L3e,Suzuki,VZ1600M
L3,Honda,CX 500 C PC01
L3e,Honda,XL700V
L3e,Harley-Davidson,FXDB Dyna Street Bob
L3,Suzuki,GSF1200S-GV75A/1157
L3e,Yamaha,XV 1100 VIRAGO-3LP
L3e,Honda,SV125
L3,Harley-Davidson,super glide fx-1200/1206
L1,VeloSoleX,1700 Motobecane
L3,Yamaha,XT 500
L3,Honda,CB 650 C
L3,Harley-Davidson,FLSTF FAT BOY-BML/1340
L3,Harley-Davidson,FLHTCUI-ULTRA CLASSIC ELECTRA GLIDE-FCR/1340
L3e,Honda,VT600C
L3e,Sachs,X-Road
L3,Suzuki,VS 1400
L3,Harley-Davidson,XL 1000
L3,Husqvarna,610 TE
L3,Harley-Davidson,XL/2
L3,Harley-Davidson,FLSTS
L3e,Honda,CB 900C
L3,Harley-Davidson,XL/2 883
L3e,Honda,PAN EUROPEAN
L3,Vespa,150/VBB
L3,Honda,HONDA GL1100 - GOLD WING INTERSTATE
L3,Honda,CB900F-SC01/901
L3e,Kawasaki,ZXR 750
L3,INDEPENDENT,IBS-FXST
L3e,Honda,PES125
L3,Honda,VF 500 C
L3,Yamaha,XT500-1U6/499
L3,Jawa,360
L3,BSA,L31-5
L3e,Harley-Davidson,FXSTC Softail Custom
L3,Harley-Davidson,FXE - SUPER GLIDE
L3e,FACTORY BIKE,FACTORY BIKE CHRONO YR 125
L3e,FACTORY BIKE,FACTORY BIKE DESERT YR 125
